Ежемесячный платеж	Срок кредитной истории (лет)	Срок с последнего нарушения кредитного договора (мес,)	Количество кредитных карт	Текущий баланс кредитов	Максимальный выданный кредит	Число нарушений кредитных договоров	Кредитный рейтинг	Годовой доход	Размер кредита			Ежемесячный платеж	Срок кредитной истории (лет)	Срок с последнего нарушения кредитного договора (мес,)	Количество кредитных карт	Текущий баланс кредитов	Максимальный выданный кредит	Число нарушений кредитных договоров	Кредитный рейтинг	Годовой доход	Размер кредита
6427,89	16,5		3	110903,00	214390,00	0	715	1 254 228	446820												
27029,78	19	42	10	371906,00	563640,00	0	691	953 990	79530												
18880,49	15,4	81	6	30267,00	87626,00	0	721	794 960	262988												
8306,23	7,9	43	15	125153,00	296956,00	0	742	459 325	110814												
6914,86	13	18	21	48944,00	57244,00	0	678	1 823 715	385308												
3900,51	9,8	31	11	84835,00	383724,00	0	694	475 665	158620												
59285,89	11,4		20	408082,00	806322,00	0			768856												
13864,30	12,8		12	168454,00	263560,00	0	724	816 753	146366												
16925,58	27		9	242801,00	594396,00	0	745	1 128 372	435512												
9835,54	10,4		4	43605,00	157322,00	0	720	584 288	130944												
7345,40	10,6	38	5	30115,00	65032,00	0	735	579 899	134684												
10859,26	20,7	68	12	289180,00	667018,00	0	750	2 129 273	352220												
12712,71	16,4	56	9	119586,00	387904,00	0	717	1 194 606	133012												
21015,33	12,8	30	10	121106,00	308198,00	0	730	1 236 197	260260												
63459,81	17		18	633536,00	1047926,00	0	691	2 799 707	769230												
13529,71	17		6	354730,00	416130,00	0	719	721 582	360052												
15892,36	15,4		12	449236,00	959706,00	0			524524												
22227,72	8,4	68	10	250705,00	468204,00	0	698	2 469 753	259028												
15657,33	10	71	11	195966,00	387882,00	0	746	1 578 881	267542												
9476,63	17		5	84265,00	109032,00	0			174438												
11548,58	10,2		8	250382,00	365134,00	0			249326												
12345,25	20,8	37	12	74385,00	206030,00	1	743	1 299 486	221276												
42446,57	18,3	68	17	563920,00	814176,00	0	712	2 723 840	222420												
5097,32	16,3	18	8	211964,00	322102,00	0			402578												
28811,03	22,6		13	276602,00	423654,00	0	738	1 585 930	280852												
6489,64	24,5		5	134026,00	170346,00	1	723	905 521													
17412,93	11,8	77	8	298756,00	353694,00	0	740	1 726 910	386694												
27715,11	16,1		8	188708,00	272448,00	0			351692												
10683,13	7,7		7	119377,00	219736,00	0	721	696 730	224092												
4956,34	15,4	15	8	159486,00	721402,00	0	732	948 575	65912												
19221,92	6,4	17	8	72523,00	174218,00	0	675	705 394	177144												
5281,24	15,4		10	213579,00	353782,00	0	738	768 170	94908												
13398,04	15,7		17	169043,00	194370,00	0			157234												
22443,94	15,7	42	8	306888,00	560494,00	0			294316												
12067,66	18,5		7	393585,00	525646,00	0	741	591 071	220770												
12656,47	21,4		8	598044,00	969826,00	0	717	1 116 744	568414												
22845,22	15,9	20	27	348061,00	907676,00	0	728	948 594	380512												
16275,59	9,3		11	155515,00	424688,00	0			177012												
13314,63	22,3		11	167124,00	435798,00	0	673	578 892	227722												
16976,12	14		13	191159,00	799106,00	1	741	1 297 548	180290												
10970,22	23		17	194959,00	832964,00	0			145552												
32114,18	26,1	5	19	1959071,00	6164114,00	0	716	4 379 215													
11894,57	12,7		9	64619,00	135564,00	0			218614												
22863,84	16,7		16	483949,00	1262074,00	0	745	1 774 676													
8009,45	14,8	11	7	5928,00	52800,00	0	668	624 929													
19341,05	12,4		18	349771,00	433136,00	0			391314												
13780,51	22,6	30	12	33326,00	85338,00	0	738	990 223	134882												
33349,18	20,6		19	1175549,00	1824614,00	1	703	1 569 381	79772												
11691,27	14		12	159296,00	312620,00	1	735	599 545	216942												
15139,20	24,5	31	4	51813,00	69212,00	0	722	1 306 991	64856												
17454,35	10	35	11	152551,00	500368,00	0			171644												
12830,13	15,4		9	236170,00	836286,00	0	750	1 015 588	195206												
16836,09	21		17	426018,00	510664,00	0			312422												
9857,39	16,4	5	8	226708,00	418660,00	0	726	1 148 436	467632												
15042,11	21,2	55	13	224808,00	321772,00	0			221826												
3642,87	7		8	27968,00	152790,00	0			43714												
15152,88	22,2	15	6	28690,00	64262,00	0	699	1 143 610	555060												
19875,52	12	4	11	0,00	0,00	0			117722												
4186,84	20,8		10	94145,00	502392,00	1	692	1 243 645	590414												
24725,08	14,8	19	10	108471,00	156002,00	0	703	2 431 962	189002												
17933,15	28,1	78	15	621832,00	1046540,00	0	697	747 213	395538												
7870,18	15,1		10	230888,00	286528,00	0	683	1 005 784	447920												
34099,11	19		31	704406,00	1276418,00	0	726	1 199 964													
7642,75	25,5	52	10	197524,00	309078,00	0	730	1 133 673	302588												
49394,87	21,7	6	7	431224,00	515812,00	0			785026												
70936,88	24	13	17	361627,00	1172864,00	0			315920												
4598	10,8		9	117344,00	358468,00	1	719	954 579	106106												
9075,73	20,4	17	11	85101,00	226534,00	1	712	652 137													
12567,36	7	29	11	128383,00	297902,00	0			134332												
13400,70	11	44	18	201704,00	463430,00	0	738	1 531 514	302764												
20644,07	18	77	7	167200,00	222772,00	1	646	1 538 696	747736												
2647,65	21,6		6	76114,00	345620,00	0	736	1 212 656	216018												
6983,26	23		5	286634,00	563486,00	0	695	665 076	132022												
34339,65	20,3		23	365921,00	692318,00	0			181346												
12097,68	24,9		4	386289,00	989560,00	0	751	1 001 186	129184												
13548,14	20,6	68	8	72200,00	179014,00	0	728	691 828	138160												
14016,68	19	38	19	58520,00	376442,00	1	703	950 285	303688												
8009,83	31,2	50	8	220932,00	366498,00	0	722	568 746	175604												
15787,48	17,2		7	175978,00	213356,00	0	699	873 050	112332												
17924,22	28,9	51	12	208506,00	253858,00	0	641	1 525 472	331188												
3180,60	17,5	17	5	65056,00	269038,00	0	729	651 301	107734												
12209,02	11,4	9	17	220400,00	2126674,00	0	718	989 919	504284												
13481,64	15	60	11	62833,00	112442,00	0	716	914 014	110242												
10356,52	15,3	58	22	357485,00	621500,00	0	714	1 421 941	401038												
7381,31	39		4	173090,00	209198,00	0			457666												
19207,29	9		11	101251,00	331188,00	1			291258												
11211,71	16,8		4	351842,00	442332,00	1	686	743 318	293744												
35627,09	14,9	54	13	140049,00	337106,00	0	718	1 543 408	214456												
21325,41	12,7		8	423339,00	634128,00	0			485782												
33299,78	16,1		11	456836,00	1147432,00	0	720	2 699 976	672804												
16127,96	17,8	23	13	250268,00	1038708,00	0	746	1 131 792	192214												
14096,10	15,6		11	150366,00	191532,00	1	716	845 766	391732												
10439,17	12,4		6	124583,00	142560,00	0	723	852 188	92092												
23693,95	15,6	45	11	14991,00	168432,00	0	712	1 766 012	495066												
39489,03	14,2		14	343425,00	649770,00	0	682	1 444 722	614108												
20328,48	14,8		18	190779,00	563508,00	1	726	2 301 337	214896												
6687,62	14	12	8	199253,00	467060,00	1	719	1 390 838	328790												
23852,41	15,6	20	18	319143,00	1144088,00	0	739	1 312 976	325776												
3401,95	22,7		9	56772,00	792000,00	0			75328												
21976,73	22,5	34	10	257678,00	336006,00	0	698	1 382 915	266882												
9393,98	26,1	44	6	3059,00	354574,00	0	747	801 762	171380												
15055,03	19,3	61	21	329593,00	529320,00	0	719	1 788 736	225126												
32396,33	14,4	47	16	432060,00	756866,00	0	701	2 508 095													
39032,08	15,4		12	434872,00	840620,00	0	734	1 582 377	565840												
36822,95	23	36	24	216999,00	370612,00	0	743	1 726 074	155452												
13336,86	15,4		10	267007,00	411664,00	0	723	869 801	134288												
12386,10	17,1		5	10184,00	92070,00	1			117084												
6074,30	14,4		10	192907,00	474232,00	0	744	934 515	285670												
20140,57	20	48	8	414238,00	811580,00	1			519244												
23814,98	23,1	18	9	77425,00	146740,00	0	705	946 295	70136												
14979,41	8,5		10	360848,00	1001968,00	0	685	1 069 966	594000												
3333,93	18,5		6	98211,00	190476,00	1			99704												
28912,87	11	15	13	159847,00	404998,00	0	720	1 855 369	268532												
14210,86	17,7		11	376599,00	765006,00	0			335808												
40566,14	25,8	43	14	605226,00	1101848,00	0	715	4 090 719	550770												
6339,54	19,8		13	4902,00	1891032,00	0			174548												
18437,98	16,5		8	101004,00	622072,00	1	747	1 134 642	151096												
26730,53	15,5	75	10	316673,00	528330,00	0			460570												
26718,75	14,2		16	399152,00	1343518,00	0	702	1 519 544	769780												
26959,48	17,2	36	10	183844,00	716738,00	0	748	1 111 728	171644												
8667,23	30,4		6	333260,00	565818,00	3			220968												
15408,24	28,2	11	19	469338,00	958452,00	0	734	618 393	223762												
35492,19	35		15	589095,00	1188330,00	0	705	1 302 469	522456												
18487,95	19,5		5	64182,00	78474,00	0			448316												
22659,78	20,6		10	407474,00	587554,00	0			616484												
50902,14	16,4	31	10	738834,00	911064,00	0	714	3 069 488	646206												
24997,54	30		15	759373,00	953656,00	0	728	1 067 515	522610												
25361,39	16,7	60	10	298490,00	366498,00	0	707	1 217 349	325292												
35721,52	23		9	243637,00	657602,00	0	725	2 878 842	551166												
17054,59	27,9	17	12	319751,00	433532,00	0	728	926 041	375298												
17254,66	19,9		17	497135,00	650452,00	0			349360												
15752,52	26,1		6	62092,00	305976,00	0	728	2 362 897													
12942,99	14,4	12	7	248121,00	355586,00	0			387970												
6324,15	18,3		8	282701,00	743952,00	0	742	654 227	120670												
13380,94	19,4		8	139555,00	299244,00	0	748	844 227	162932												
25132,82	15,7		14	593769,00	887128,00	0	743	1 251 435	520542												
11952,14	17,3	63	9	191786,00	329494,00	6			298760												
33773,26	14,9		18	336775,00	432784,00	0	669	1 392 719	391248												
31635,95	27,4	82	15	634334,00	1268564,00	0			523292												
11168,58	11	31	4	48868,00	239778,00	0	704	1 447 344	108834												
9243,50	14,6		9	135394,00	875798,00	0			333608												
23995,10	24		8	289864,00	509300,00	0	731	1 333 059	264616												
16302,95	20,1		8	205428,00	376948,00	0	749	677 635													
30016,77	22,3	69	10	481232,00	1061390,00	0			549516												
26534,64	13,8		9	334343,00	427768,00	0			356290												
15928,46	18,7		14	282131,00	540870,00	1	730	1 448 028	155254												
5679,29	17,4	71	9	99180,00	256916,00	0	735	625 252	109692												
20220,75	11,3		6	356117,00	556468,00	0	740	1 088 111	312818												
4428,14	9,2		9	87286,00	279202,00	0	740	813 732	414414												
8106,16	26	9	7	227278,00	359502,00	0	720	408 709	43824												
19840,94	14,9		12	109269,00	213708,00	1	723	775 542	172700												
7577,96	23,1		9	5833,00	1126620,00	0			64988												
13624,52	20,3	48	20	182020,00	609158,00	1	715	1 297 567	269104												
25612,57	17,9		17	178524,00	410124,00	2	735	903 982	327096												
20339,88	16,4		17	523697,00	1295668,00	0	721	2 524 093	449636												
3676,69	14,1	7	4	86051,00	167750,00	2	689	866 799													
8525,11	14,8		5	127452,00	163064,00	1	694	965 105	214566												
5997,92	18,3		3	321784,00	412610,00	0			306064												
21876,98	14		18	189601,00	359898,00	1			438636												
16121,88	14,6		9	315609,00	609070,00	0	746	1 789 667	87252												
13740,61	10,4		12	148504,00	428824,00	1	739	896 135	143506												
8708,65	19,4		5	154470,00	436260,00	0			183348												
5924,96	12,1	10	6	26961,00	90464,00	0	689	571 539	92642												
19766,65	13,5	2	10	155477,00	346214,00	0	731	1 540 254	214874												
10778,13	16		6	147269,00	212608,00	0	665	1 243 645	372196												
8632,08	18		8	72637,00	426976,00	0	710	531 202	153780												
24634,07	22,1	5	17	362406,00	670340,00	0	683	1 749 159	787644												
12491,17	17,5	28	7	71079,00	104720,00	1	725	1 520 209	222816												
30540,98	26,9	2	14	598139,00	872256,00	0	718	3 186 889													
19819,66	16,3		6	265677,00	383086,00	0	681	1 218 432	268730												
18186,04	12,9		10	131917,00	669922,00	0			225214												
22775,11	15,7	68	27	307154,00	545468,00	0			179432												
29477,36	12,8		16	674956,00	1289640,00	0	680	2 032 924	479490												
19700,53	32,1		12	402173,00	1065592,00	0			464904												
13455,99	35,4	28	10	212173,00	486508,00	1			458700												
14285,34	12	5	14	192584,00	665676,00	0	726	1 058 167													
20261,41	14,7		10	651358,00	836132,00	0	654	2 251 272	760298												
7625,46	12,1	28	3	49495,00	119372,00	0	723	936 605	151822												
8974,27	26,1		16	240103,00	476080,00	0	747	420 679	46486												
12000,59	14	27	16	137864,00	232364,00	0	735	1 575 575													
25107,74	21,4	14	12	442757,00	845988,00	0	699	1 060 884	562826												
13815,28	9,9	14	18	122227,00	550660,00	0	714	427 272	168102												
14210,67	16,5		10	271928,00	511148,00	0	719	613 415													
19127,68	18,9	11	15	265867,00	354662,00	0	726	742 824													
13086,44	14,6		4	436012,00	873444,00	0	721	1 319 626	218284												
14368,37	22,9	24	3	234422,00	380688,00	0	708	1 368 418	387310												
22944,59	17	17	9	108661,00	149072,00	0	733	1 383 599													
16350,26	26,5	21	10	95950,00	178310,00	0	737	1 442 670	334092												
42774,89	29,9	33	14	941963,00	1076702,00	0	702	2 491 736	776776												
8640,63	7,8		10	104538,00	500170,00	0	747	1 540 672	274274												
16369,83	25	88	14	253688,00	551122,00	0			268928												
33722,91	16,7	22	28	328054,00	895906,00	2	696	1 264 602	448712												
5850,10	11,4	22	8	142082,00	413358,00	0	705	722 988	172040												
9417,54	12,3	48	9	198265,00	565422,00	0	716	856 140	67584												
3895,19	19,4	20	8	50787,00	187308,00	2	695	1 634 380	258060												
24487,01	26,3	59	11	638552,00	885456,00	0			188606												
15073,46	15		7	190684,00	307934,00	0	732	650 655	196658												
17821,24	13,8		8	596486,00	845394,00	0			552442												
1035,31	14,5		5	40945,00	338712,00	1			267652												
17093,73	16,7		12	486647,00	1006236,00	0	743	774 060													
9181,18	8,7	30	12	226974,00	722018,00	0	728	966 435	335720												
21777,04	21,3	18	9	134216,00	636878,00	0	739	2 312 604	178508												
4634,29	15	74	8	307724,00	525514,00	0	742	1 626 058	346258												
9465,04	21,9		9	107578,00	177936,00	1	728	880 460	132968												
12745,20	10,8	39	9	171551,00	928180,00	0	748	1 890 500	218900												
15266,50	23,6		8	361665,00	549582,00	0	718	900 239	510334												
30738,77	28,3		14	692075,00	1282138,00	0	680	2 950 909	759308												
14213,14	15,6	19	14	178391,00	320760,00	1	654	622 478	132550												
22259,83	9		10	170525,00	399674,00	0	739	1 043 442	307538												
10162,53	14,7	48	12	373255,00	1445422,00	0	685	1 411 472	582912												
34328,63	34,3		15	335825,00	430144,00	0	725	1 602 897	98252												
12057,02	38,5		18	391837,00	790438,00	0			241538												
72600,71	11,9	69	29	957752,00	2128522,00	0	716	3 614 978	751300												
6953,62	12,8	77	6	51585,00	136378,00	0	710	618 089	248248												
23180,38	24		8	157016,00	242088,00	0	717	2 015 672	82126												
13392,72	16		10	224428,00	315766,00	0			108834												
28240,65	19,6		10	339055,00	594836,00	0	739	1 694 439	523204												
17297,22	14,5	76	9	171893,00	318956,00	0			150744												
8336,06	16,9		7	288895,00	899228,00	0	749	800 280													
18060,07	31	14	14	399000,00	1279784,00	0			223784												
8310,41	21,3		12	65265,00	469348,00	0			477818												
43449,77	28,6		8	521759,00	808764,00	0	740	2 128 152													
19190,19	12,8		14	209836,00	310684,00	0	723	996 892	332970												
49354,59	16,2	16	12	374224,00	743270,00	0			267608												
5168,38	31,7		2	155629,00	237710,00	0			216238												
38737,39	16		26	562419,00	1528736,00	0			351516												
13850,43	18,5		13	326097,00	733172,00	0	722	717 630	481470												
19353,02	14,5		10	235334,00	318714,00	0			215468												
2290,26	33,7	23	8	67792,00	130372,00	2	722	434 853	154594												
34101,96	11,5		12	338352,00	590018,00	0	710	1 172 566	367796												
10081,02	27,1	38	6	210349,00	727056,00	0	738	2 694 257	769230												
6395,78	22		13	94734,00	314270,00	1			108988												
13120,83	20	16	2	200355,00	245498,00	0			353826												
5872,90	19	72	10	340860,00	568678,00	0			348722												
24632,55	8,5		21	325109,00	484484,00	0	682	1 163 750	333168												
39159,95	29,5	37	13	746624,00	979066,00	0			752840												
8597,12	25,9	51	4	169309,00	306328,00	0			180180												
31800,68	18,5		17	148200,00	1372734,00	0	725	1 843 513	667062												
15434,08	22,5	4	14	72257,00	228624,00	1	693	562 932	181984												
17147,50	13	78	10	165699,00	436018,00	1	730	756 504	382690												
16464,07	28,9	62	8	85291,00	216590,00	1	705	793 459	142186												
27004,32	18,9		11	270579,00	417758,00	1	681	2 250 360	225830												
19131,67	38,9		21	478743,00	1047882,00	0			469898												
15157,06	8,3		11	287375,00	458964,00	0			466884												
9280,93	15,2	7	11	130891,00	315744,00	0	721	976 942													
9272,19	18	11	10	23218,00	312488,00	0	737	764 712													
22625,39	22,2	43	19	197562,00	1906322,00	0	723	1 729 323													
13182,58	28,4	6	9	215422,00	376794,00	0	674	1 375 581	403810												
11209,62	17,5	40	12	65018,00	173448,00	0	709	480 415	133496												
10515,17	11		14	380,00	450296,00	1	719	671 194	40524												
23384,82	19,7	69	7	186352,00	242198,00	0	732	1 375 581	455400												
16130,43	20,5		11	314222,00	1467092,00	0	740	1 493 552	540430												
6748,42	22,8	39	7	99142,00	204622,00	2	677	836 589	299420												
14890,49	13		8	333051,00	494406,00	0	698	2 228 016	451462												
9045,90	17,9		6	237728,00	277200,00	0	728	532 114	203544												
15758,60	12,3		9	556244,00	1141976,00	0	703	1 000 540													
25316,36	18,6		10	265259,00	933570,00	0			399410												
25158,66	33,4	5	13	533691,00	1407626,00	0	731	1 222 289	217734												
20264,64	13,9		20	578778,00	820270,00	0	741	1 328 822	111496												
30187,20	27,4	59	11	250268,00	434456,00	2	738	1 528 474	268840												
20322,21	19,2	66	20	309225,00	494516,00	0			216876												
27369,69	16,7		11	631161,00	1163734,00	0	744	3 069 488	533126												
58126,70	13,4	28	11	110333,00	271854,00	0			456918												
15392,47	11,4		13	266361,00	403172,00	0	707	1 248 053	183326												
3920,08	39,4		4	25536,00	42856,00	1	739	1 059 497	104390												
12442,15	15	76	9	256652,00	639078,00	0	702	1 532 920													
8173,04	22,6	53	7	293816,00	483956,00	0			330792												
4742,40	17,4		8	153121,00	244882,00	0	684	660 953	98406												
33504,60	12,7		11	104462,00	326018,00	0	746	1 595 468	217338												
31104,90	13,2	71	28	791407,00	1905134,00	0			683848												
6180,13	14,8		3	148067,00	179740,00	0			140910												
22870,87	9,9		12	262295,00	560340,00	0	708	821 712	367598												
15783,49	15,6		15	208202,00	572616,00	0			120472												
18631,40	10,2		14	181013,00	671814,00	1	707	1 338 778	230318												
26201,57	30,5	20	15	565307,00	1228084,00	0	744	2 278 404	439692												
2934,55	10		14	117686,00	293700,00	0	655	787 797	48246												
34123,62	27	34	18	372058,00	596706,00	0			216304												
14573	11,6		7	115178,00	322916,00	0	741	716 718													
20001,30	32,7	75	20	434131,00	672914,00	0	742	1 875 110	564498												
14809,36	10,1		10	235277,00	574750,00	0	738	875 444	360404												
8444,74	10,8		10	285361,00	569690,00	0	741	965 105	250866												
20821,34	16		13	310289,00	650870,00	0	678	1 665 692	612260												
14082,23	12,3	40	7	52383,00	101288,00	0	701	738 245	80982												
8144,73	18,5		14	98154,00	1148026,00	0	750	1 068 142	110440												
13723,32	11,4	54	10	184243,00	237578,00	0	737	569 829	131956												
9391,89	17,5		7	161310,00	415976,00	1			420684												
20902,09	7,8		11	433827,00	835824,00	0	710	2 200 219													
54124,35	21,1	45	17	684019,00	1001308,00	0	704	2 247 377	52932												
17931,82	14,1	72	11	78926,00	613360,00	0	747	982 566	437580												
1997,47	14,5	35	6	56620,00	286286,00	1			268598												
20813,36	31,4		12	389367,00	1022318,00	0	726	827 032	425524												
26756,37	20,6		11	480567,00	877690,00	0			525910												
24064,64	22,1		11	890302,00	1285394,00	0	737	3 487 640	467126												
10688,83	17,8	34	4	46987,00	591448,00	0	715	1 135 098	577764												
14366,09	12,3		6	120004,00	300124,00	0			234740												
27631,89	14,4	13	16	384389,00	883080,00	0	708	1 039 433	390038												
23336,75	19,8		21	280193,00	688820,00	1	732	1 250 200	111364												
21161,25	29	31	12	528390,00	1477828,00	0	744	1 442 822	222750												
10035,04	8,3		9	97052,00	597784,00	0	736	734 274	44748												
16039,80	15,3		10	135166,00	256586,00	0	702	729 087	21934												
32810,15	17,8		19	182457,00	800206,00	1	743	1 626 951	252648												
15667,97	18,3	69	14	192907,00	279906,00	0	732	843 125	215314												
11780,38	14,2	10	6	54245,00	106788,00	0	742	1 674 945	130746												
17219,13	15,2		13	116375,00	383878,00	1			115566												
4743,16	16,7		7	127889,00	315766,00	0	737	877 021	52074												
14737,92	16,9	33	7	131290,00	191224,00	0	704	1 909 880	55286												
20809,56	9,1		17	206986,00	544698,00	0	710	1 349 798	121572												
12015,98	7,8	7	5	3363,00	79398,00	0			78694												
45745,73	25,8	30	13	563958,00	1329944,00	0			269324												
5758,14	16	15	9	88426,00	167860,00	1	721	928 720	116138												
15936,25	21,3	21	6	322715,00	423654,00	0	716	1 131 564	65516												
10490,66	18,8		8	138567,00	348040,00	1	731	1 597 558	261140												
22303,15	14,9		14	777024,00	945054,00	0	736	1 704 699	131582												
9666,06	21	54	9	210577,00	315436,00	1	743	1 446 280	214698												
6882,18	13,7		13	209703,00	341022,00	0	716	688 218	85844												
27549,62	28,8	12	17	239818,00	793386,00	0	653	1 116 877	445940												
32745,93	16		12	377758,00	669834,00	0	744	3 387 510													
19931,38	19	42	20	200944,00	257928,00	0	712	872 917	212366												
12146,51	12		7	159562,00	190080,00	1	678	888 763													
18969,22	18		8	712462,00	1076966,00	0			471152												
13129,57	39,4	38	18	124089,00	733062,00	0	691	1 260 441	336798												
14446,27	16,8	63	8	317642,00	511544,00	0	702	2 508 779	335192												
8102,17	14,1	34	5	74100,00	135344,00	0	719	753 692	172348												
9884,37	19,7	20	4	11552,00	0,00	0			67342												
15150,79	16,5		8	139878,00	495286,00	0			110902												
4044,15	22,7	8	5	160607,00	715242,00	0			348172												
19022,23	15,6	78	12	179265,00	411048,00	1	688	1 032 878	306592												
6234,47	8,8		7	361703,00	594066,00	0	680	1 425 000	440000												
14541,08	12,4		9	576840,00	905036,00	0			133034												
18403,40	15,6		9	345876,00	422906,00	0	708	1 146 042	212454												
21499,45	15		13	256462,00	363440,00	0			264418												
44632,52	23,9	19	27	521835,00	1405184,00	0	714	2 895 087	262922												
3987,91	15,9		10	60800,00	372460,00	0	740	575 852													
51034	29,5		8	1122254,00	1353594,00	0	708	3 266 176	556160												
18228,41	26,2		11	204820,00	307604,00	1	738	738 986	360162												
16718,10	21,6		18	239875,00	1310166,00	0	737	1 215 867	476498												
15493,36	6,2		11	191007,00	410322,00	0	695	1 015 968	288552												
5823,69	19		13	62472,00	556490,00	0			155782												
5652,88	15,4		6	217493,00	431222,00	0	747	754 566	287408												
12202,37	27,2	30	10	68951,00	201102,00	0			108240												
16279,77	18,8	18	8	60743,00	265430,00	0	724	2 309 184	249546												
16279,20	10		14	350512,00	737924,00	0	702	778 297	201146												
1120,24	16	18	4	0,00	0,00	0			220726												
20960,80	18,2		7	641725,00	762872,00	0	723	2 245 800	758450												
19997,88	20,4	46	21	269021,00	1207338,00	1	738	863 208	86262												
17952,72	8,2	12	14	137332,00	333366,00	0			134112												
13983,43	7		6	145730,00	268268,00	0	704	1 062 043	178860												
1536,72	13,6		3	75107,00	526988,00	0			224752												
6841,71	25,6	10	10	82536,00	264704,00	1	726	855 209	215270												
43587,90	9,6		22	818045,00	1473098,00	0			625372												
14025,04	11,9		12	173660,00	305118,00	0	742	797 639	171820												
10057,08	5,4		8	50388,00	136290,00	0			536602												
19505,02	17,8	26	15	30305,00	178970,00	0			110396												
52262,16	22,5		28	1009375,00	2557412,00	0	709	2 016 546	778316												
8903,97	16,1	46	7	57038,00	293546,00	0	736	945 535	184690												
16014,53	14,4		8	195054,00	276782,00	0	727	932 881	216040												
8777,24	23,4	49	7	110732,00	208472,00	1	729	975 251													
35242,91	30	14	13	184889,00	601326,00	0	691	2 311 008	668976												
4077,97	40,1	29	8	119472,00	423016,00	0			107316												
9271,81	21,7	45	8	136705,00	205832,00	0	709	1 002 364	417164												
5396,38	10,4		5	144818,00	574222,00	0	746	285 893	60962												
13985,71	22,4	42	7	172140,00	476872,00	0	748	1 011 028	525096												
2729,35	14,1	36	15	63156,00	115522,00	0	690	866 476	158136												
7188,46	19,4	15	10	200013,00	238744,00	1	720	731 044	225126												
24392,96	15,7		16	602699,00	1166968,00	0	659	1 330 532	26400												
13815,09	23,2		16	436943,00	869308,00	0	725	583 737	296274												
21347,83	21,5	32	14	282264,00	415800,00	0	630	1 455 533	393976												
16283,95	12		6	281751,00	520300,00	0	744	751 564													
8655,45	16,8		6	40432,00	212828,00	0	727	501 771	55946												
26120,06	21,3	40	10	965903,00	1686894,00	0	744	1 506 928	272646												
36480	14,4		9	411331,00	862840,00	0	724	2 432 000	725406												
33888,21	28,9	16	9	391400,00	538868,00	0	735	2 990 144	129844												
14248,67	29,9	24	9	510720,00	1411344,00	0	747	1 794 170	612304												
3132,53	11,4		5	93233,00	175824,00	0	720	703 950	257400												
21486,72	28,5		6	1193827,00	2273568,00	0	751	3 715 260													
6837,91	12,1	60	9	235239,00	315986,00	0	700	626 373	279488												
24789,68	15,2		3	296609,00	364210,00	0	721	3 601 412	485408												
6797,82	16	41	7	87381,00	346500,00	0	741	1 792 802	324368												
42341,88	13,1	27	12	429837,00	577390,00	0	741	1 874 920													
18759,27	15,1	25	15	230907,00	1036354,00	0	741	865 811													
14784,85	10,9		15	322221,00	495484,00	0			264286												
39505,18	14		10	972154,00	1437612,00	0	746	1 950 863	605836												
19007,03	9,8		12	271111,00	346500,00	0	724	1 246 362													
20566,55	17,8	29	26	236379,00	918434,00	0	705	1 252 784	223168												
19534,85	12	7	7	58539,00	396440,00	0			359392												
29879,21	13,7		14	286520,00	713482,00	0	741	1 652 316													
4471,46	19	57	3	136800,00	477114,00	0	744	2 009 573													
12334,23	18	41	7	160550,00	242704,00	0			343552												
12301,93	12,2	17	7	221635,00	263230,00	0	693	1 126 890	415910												
23842,53	13		11	192014,00	274164,00	0			424468												
15509,13	22	78	9	247646,00	669966,00	0	683	699 656	324060												
25203,12	32,6		24	1021231,00	1504426,00	0	742	1 400 186													
5009,73	14	63	6	237424,00	356554,00	0			251614												
15418,50	25,5		11	270883,00	472384,00	1			412060												
6034,40	22	43	8	27512,00	201630,00	1	717	291 992	39006												
402,80	17,1	46	16	16283,00	38104,00	0			67276												
23390,33	24	59	10	677521,00	809600,00	0			175010												
13526,10	20,8	51	17	359195,00	938828,00	0	725	654 493	232760												
4957,48	18,3		8	68096,00	463782,00	0	702	1 010 021	176528												
21040,60	19,2		14	524533,00	654478,00	0	695	753 692	338162												
24866,63	18		12	511917,00	614240,00	0	688	1 217 957	486002												
10274,44	16,4		11	37430,00	361086,00	1	705	692 664	46596												
8779,14	13,5	58	14	115349,00	344212,00	0	702	1 393 517	311960												
3409,74	16,2	54	6	71744,00	180994,00	1	718	676 324	71698												
14648,05	28,7	46	15	644860,00	968462,00	1			329604												
26053,37	20,2	49	10	547143,00	1151876,00	0	656	1 226 032	638660												
24272,88	14	39	14	222300,00	503734,00	0	663	3 467 557	548174												
25180,70	22,7	35	10	180215,00	356092,00	0	741	1 865 230	215974												
25057,01	22,4	36	11	106324,00	172172,00	2	677	1 438 680	731852												
20351,47	14,1		8	284867,00	1110560,00	0			563750												
6163,60	15		6	15333,00	21824,00	0	748	622 041	21824												
14561,22	12,5		13	273714,00	395208,00	0	724	763 040	255662												
7714,95	10,4	26	6	101878,00	165924,00	1	744	1 107 396													
12266,21	14,4		7	410761,00	750178,00	0	723	1 326 086	467324												
7660,23	8		12	47994,00	66880,00	0	730	461 928	80234												
14873,39	17,1		16	378670,00	2149312,00	0	737	753 084	377674												
5549,90	20,3		10	0,00	0,00	0	746	2 055 515	112508												
22747,37	14,1	53	16	215308,00	951544,00	1	701	1 533 528	355124												
48758,56	28,4		24	1740609,00	2883320,00	0	678	3 287 095	761222												
11816,10	25,6		17	229444,00	326348,00	0	737	583 509	135124												
